"tail","tarsus","hoof","horns","ear","head","withers","length","Weight_corr","TestWeight_corr","perifatmass","kmass","kidneyindexcorreg","day","month","groupMonth","year","season","habitat","habitatidx1","habitatidx2","northSouth","sex","classage1","pregnant","sexgroup","sexualstate","weight","lengthtotail","testLength","pesotes","kidneyindex","logkfi","raizkfi","method","embryoLength","embryoWeight"
"6.9","14.1","2.2","4.2","4.3","12.4","27.2","50.3","2.45",5,"4.3","9.5","45.3",21,9,"Sep-Oct (wet4)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.45","57.2","2.5",5,"45.3","1.7","6.7","Trap",0,0
"6.8","14.9","2.7","1.1","4.4","11.3","30.4","48.7","2.23",0,0,"7.4",0,23,9,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Hembra","Yong","No preñada (lac o inact)","NA","NA","2.23","55.5","NA","NA",0,0,0,"Trap",0,0
"5.8","14.5","2.3","2.9","4.6","12.4","29.9","56.5","3.83",0,0,"8.9",0,24,9,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","Preñada","lactating","Lact / Lact+embryo","3.83","62.3","NA","NA",0,0,0,"Gun",0,0
"9.1","15.2","2.2","4.1",5,"13.1","29.3",56,"3.64","6.8","1.2","9.2",13,24,9,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.64","65.1","3.3","6.8",13,"1.1","3.6","Gun",0,0
"8.1","15.8","2.3","4.1","4.5","12.7","30.7","54.4","3.59","7.1","0.9","7.9","11.4",24,9,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.59","62.5","3.2","7.1","11.4","1.1","3.4","Gun",0,0
"9.4","15.1","2.3","3.3","4.8","12.5","28.9","50.2","3.7",0,"0.9","9.3","9.7",24,9,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.7","59.6","NA","NA","9.7",1,"3.1","Trap",0,0
"2.8","14.3","2.5","1.8","4.3","10.3","30.6","46.8","2.15",0,0,"7.7",0,1,10,"Sep-Oct (wet4)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Yong","No preñada (lac o inact)","NA","NA","2.15","49.6","NA","NA",0,0,0,"Trap",0,0
"9.2","15.6","2.3","4.2","4.3","13.4","30.2","56.7","3.06","4.3","1.4","9.1","15.4",1,10,"Sep-Oct (wet4)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.06","65.9","2.8","4.3","15.4","1.2","3.9","Trap",0,0
"7.9","16.1","2.7","4.6","4.8","13.3","32.8","57.3","3.31","10.2",0,"12.9",0,1,10,"Sep-Oct (wet4)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.31","65.2","3.6","10.2",0,0,0,"Trap",0,0
"7.3","14.3","2.6","3.9","4.6","13.3","29.2","53.9","3.1","5.4",0,"7.2","5.8",2,10,"Sep-Oct (wet4)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.1","61.2","2.5","5.4","NA","NA","NA","Trap",0,0
"7.1",15,3,"2.7","4.2",13,32,"53.9","3.26","8.2",2,"12.7","13.8",2,10,"Sep-Oct (wet4)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.26",61,3,"8.2","NA","NA","NA","Trap",0,0
"6.5","15.4","2.6","3.9","4.7","12.3","30.1","49.8","2.72","1.1","0.4","6.2","12.8",8,10,"Sep-Oct (wet4)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Yong","No preñada (lac o inact)","NA","NA","2.72","56.3","1.6","1.1","NA","NA","NA","Trap",0,0
"7.1","14.3","2.3","2.6","4.3","12.4",32,"53.3","3.34",0,"3.5","9.3","41.2",8,10,"Sep-Oct (wet4)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.34","60.4","NA","NA","NA","NA","NA","Trap",0,0
"9.1",16,"2.4","3.7","4.6","13.1","32.9","56.5","3.6",0,0,"8.7",0,8,10,"Sep-Oct (wet4)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.6","65.6","NA","NA","NA","NA","NA","Trap",0,0
"6.9","14.5","2.4","3.2","4.6","12.8","30.9","52.8","3.16",0,4,"6.4","62.5",9,10,"Sep-Oct (wet4)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","Preñada","lactating","Lact / Lact+embryo","3.18","59.7","NA","NA","62.5","1.8","7.9","Trap","2.3","0.7"
7,16,"2.3",3,"4.9","13.1",33,57,"4.17",0,"0.8","9.5","8.4",10,10,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","Preñada","lactating","Lact / Lact+embryo","4.17",64,"NA","NA","8.4",1,"2.9","Gun",0,0
"7.7","15.9","2.6","3.7","4.6","12.6","32.5",57,"4.17",0,0,"9.3",0,10,10,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","Preñada","inactive or pregnant (embryo)","Inactive / Embryo","4.17","64.7","NA","NA",0,0,0,"Trap",0,0
"9.5","16.2","2.7","3.1","5.2","13.2",36,"57.5","3.7",0,6,"11.6","51.7",10,10,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","Preñada","inactive or pregnant (embryo)","Inactive / Embryo","3.7",67,"NA","NA","51.7","1.7","7.2","Trap",0,0
7,"15.5","2.2","2.7","4.3",12,"33.1",53,"3.28",0,"4.8","7.7","62.3",12,10,"Sep-Oct (wet4)",2013,"Wet","Pluv. baja alt 0-800",0,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.28",60,"NA","NA","62.3","1.8","7.9","Trap",0,0
9,16,"2.3","2.7","4.7",13,32,54,"2.88",0,"0.6","10.8","5.6",16,10,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"NA","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","NA",63,"NA","NA","5.6","0.8","2.4","Gun",0,0
8,15,"2.6","4.1","4.9","12.2","34.3",52,"2.6","7.6","0.5","10.3","4.9",16,10,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","NA",60,"3.1","7.6","4.9","0.8","2.2","Trap",0,0
7,"12.5","2.2","2.1","3.9","12.7","31.6","56.5","3.42",0,"0.9","8.3","10.8",20,10,"Sep-Oct (wet4)",2013,"Wet","Pluv. baja alt 0-800",0,0,"North","Hembra","Adult/subadult","Preñada","inactive or pregnant (embryo)","Inactive / Embryo","3.5","63.5","NA","NA","10.8","1.1","3.3","Trap","6.4","9.6"
"6.5","14.9","2.6",5,"4.6","13.2","31.7","51.4","3.38","9.3",3,"9.9","30.3",23,10,"Sep-Oct (wet4)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.38","57.9","3.4","9.3","30.3","1.5","5.5","Trap",0,0
"8.3","14.1","2.2","1.5","4.5",13,"31.2",52,"2.87",0,"2.3","6.8","33.8",23,10,"Sep-Oct (wet4)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.87","60.3","NA","NA","33.8","1.5","5.8","Trap",0,0
6,"15.5","2.4","3.6","4.6","14.1","30.1",53,"4.13","6.4","0.4","7.5","5.3",24,10,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","4.13",59,"2.7","6.4","5.3","0.8","2.3","Gun",0,0
8,16,"2.4",4,"4.8","13.4",34,54,"4.41",0,"1.8","11.4","15.8",24,10,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","4.41",62,"NA","NA","15.8","1.2",4,"Trap",0,0
"7.8","15.3","2.4","3.1","4.8","12.2",28,"52.5","2.77",0,"1.9","6.2","30.6",26,10,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.77","60.3","NA","NA","30.6","1.5","5.5","NA",0,0
"5.5","13.8","2.5","0.8","4.4","10.1",28,43,"1.8","0.1",0,"5.5","6.3",26,10,"Sep-Oct (wet4)",2013,"Wet","Pluv. baja alt 0-800",0,0,"North","Macho","Yong","No preñada (lac o inact)","NA","NA","1.8","48.5",1,"0.1","NA","NA","NA","Trap",0,0
